LeadId,Converted,predicted,Score
4801,1,1,45
3805,0,1,46
7905,0,1,94
2654,1,1,54
4483,0,1,83
5231,1,1,47
6717,0,0,10
6815,1,0,16
6450,1,1,82
7793,1,0,10
5928,0,0,16
8949,1,0,21
2202,0,0,19
6378,0,1,81
7962,0,1,84
4512,1,1,47
975,1,0,32
4922,1,1,58
941,1,1,42
2387,1,1,76
3221,1,1,72
3882,0,0,6
8719,1,0,30
8720,0,0,36
7515,1,1,94
2789,1,0,36
944,1,1,77
8222,0,0,17
1857,1,1,82
7822,0,0,5
4108,0,0,4
7523,1,0,16
3255,0,0,5
2690,0,0,11
5744,1,1,71
1319,0,0,6
9128,0,0,23
4920,1,1,47
5741,1,1,82
5035,1,1,56
3475,1,1,92
3505,0,0,9
2477,0,0,8
5339,1,1,74
5593,0,0,9
6207,0,0,8
4513,0,0,8
9111,0,1,85
1874,1,0,16
7528,0,0,16
6973,0,1,65
2904,1,1,47
570,0,0,21
1448,0,0,2
5041,0,0,4
5279,0,0,4
9009,0,0,28
5768,1,1,47
5516,1,0,17
3226,0,0,15
9000,0,0,20
3978,1,1,58
4383,0,0,19
6468,0,0,32
3539,0,0,11
8171,1,0,24
2827,1,0,26
5698,1,1,92
1338,0,0,5
3262,0,1,94
7219,1,1,100
650,1,1,93
2902,0,0,7
2258,0,0,36
6253,0,0,7
7990,0,0,36
2730,0,0,11
8642,1,1,53
7879,0,0,16
6595,0,0,27
2584,1,1,100
3196,0,0,7
6497,0,0,16
6200,1,1,75
1258,0,1,98
7748,0,0,30
991,0,0,24
3504,0,0,15
113,0,1,38
919,0,0,25
2509,1,1,71
8688,0,0,11
7566,1,1,76
4442,1,1,95
949,1,1,100
4836,0,0,9
3770,1,1,49
7685,1,1,53
2850,0,0,4
8984,1,1,47
6231,0,0,8
8450,0,0,16
4446,1,1,83
5753,0,1,74
2505,1,0,16
1114,0,0,16
7302,0,1,92
298,1,0,11
1675,1,1,93
3347,0,1,48
2735,0,0,14
8848,0,1,81
8304,1,1,65
8695,0,0,8
4325,0,0,13
6703,0,0,5
4997,1,1,48
4553,0,0,8
6642,0,0,4
2103,1,1,78
4906,0,0,29
5714,1,1,97
6955,0,0,19
1837,0,0,20
6686,0,0,8
7169,0,0,16
6907,0,0,8
607,1,1,100
1093,0,1,59
4584,1,0,29
5353,1,1,98
8275,0,0,2
160,1,0,35
203,0,0,3
8257,1,1,77
5340,0,0,3
2934,0,0,16
6189,0,0,7
2435,0,0,6
1230,0,0,8
7834,0,0,9
6965,0,0,7
8917,0,0,8
8502,0,0,16
6482,1,1,59
7920,0,0,9
4251,0,0,16
3293,1,1,59
4034,0,0,16
6858,0,1,78
4290,0,0,12
4334,1,0,16
7025,0,1,46
3877,0,0,6
6876,0,1,39
857,0,0,31
6266,0,0,29
7264,0,0,8
2561,0,0,13
3801,1,0,16
2640,0,0,9
5489,1,1,55
4490,0,0,8
2347,1,1,42
7006,0,0,11
2781,0,0,16
7867,0,0,4
7582,0,0,8
7838,0,0,35
615,0,1,48
7389,0,0,22
2575,1,1,98
7888,1,1,91
3340,0,0,7
8417,0,0,8
1705,0,0,27
7525,1,1,95
4619,1,1,47
1493,0,0,34
9204,0,0,26
6699,1,1,65
803,0,0,20
6698,1,1,99
8126,0,0,3
990,0,0,11
6945,0,0,34
6308,0,1,47
5431,0,0,8
3513,0,0,16
4629,1,1,69
7305,0,1,50
219,1,1,42
4682,1,0,28
1288,0,0,27
3163,1,1,89
2618,0,0,16
3612,0,1,42
43,0,0,13
5515,0,0,32
3792,0,0,30
3571,0,0,8
7485,0,0,7
1503,0,0,8
4695,0,0,5
9082,0,0,31
3439,1,1,81
1892,1,1,90
8610,0,1,86
1955,1,0,25
5298,0,0,6
1505,0,0,5
670,0,0,6
8221,0,0,16
5968,1,0,29
897,0,0,20
5224,0,0,6
2666,0,0,24
3193,1,1,57
2890,1,1,89
2621,1,0,29
6992,0,0,23
5034,0,1,60
7870,0,0,10
2370,0,0,6
6697,1,1,85
1769,0,0,30
7510,0,1,41
8944,0,1,41
531,1,0,16
9119,0,1,74
7787,0,1,78
5590,0,1,56
3120,1,0,32
8325,1,1,100
731,1,0,14
3406,1,1,100
2339,1,1,96
5044,1,1,47
4934,1,1,86
2565,1,1,41
6535,0,0,23
6618,0,0,16
8846,0,0,26
5918,0,0,16
8494,1,0,15
8827,0,0,9
8284,1,0,32
1255,0,0,16
2104,1,0,16
5660,0,0,21
5263,1,1,98
9005,1,1,70
8279,0,0,2
6576,1,0,32
9093,1,1,85
4434,0,0,20
3484,1,1,88
8770,0,0,4
3816,1,1,47
4838,1,1,98
7423,1,1,98
6723,1,1,100
4687,0,1,39
1621,0,0,16
8707,0,1,70
5333,0,0,10
5278,0,0,8
8216,0,0,3
1096,0,0,20
7397,0,0,15
8758,0,1,49
2463,0,0,16
6050,0,0,9
1788,1,1,95
7493,1,1,91
5235,0,0,4
5246,0,1,54
192,0,0,8
820,0,0,8
4825,1,1,69
7165,1,1,41
5957,0,0,12
4166,1,1,64
2687,1,1,99
8862,1,1,78
5606,1,1,53
5889,1,1,77
5694,0,0,8
2607,0,0,11
6304,0,0,10
238,1,0,6
4015,0,0,9
8551,1,0,11
2977,1,1,61
4823,0,0,22
9025,0,1,78
945,0,0,17
7545,0,0,8
7794,1,0,33
7946,0,0,12
5521,0,0,3
3552,0,0,8
9210,1,1,72
3360,1,1,81
4692,0,1,50
2410,0,1,73
4507,0,1,47
7422,0,0,21
3982,0,0,6
146,0,0,8
5623,1,1,76
2294,0,0,6
7597,0,0,8
3611,0,0,10
1736,0,0,16
6476,0,0,10
114,1,1,100
8166,0,0,4
4773,1,1,99
498,0,0,12
720,0,1,86
6076,0,0,37
3089,1,1,84
6112,1,1,73
6176,0,1,47
8383,0,0,8
596,1,1,74
8391,1,1,71
5155,0,0,10
1647,1,1,100
5261,0,0,14
5852,0,0,8
2700,0,0,8
6270,0,0,9
1700,1,1,63
8255,1,1,93
6290,1,1,89
5011,0,0,29
2942,0,1,80
5327,0,0,20
86,0,0,7
2308,0,0,16
2677,1,1,99
8886,1,0,31
6538,1,1,100
2594,1,1,100
4970,0,0,10
1029,0,0,8
136,0,0,7
7644,1,1,74
5196,1,0,18
8148,0,0,4
4409,0,1,60
1200,1,1,99
8793,0,0,1
5576,1,1,93
566,0,0,13
6145,0,0,17
3927,0,0,15
5121,0,0,10
6417,0,0,8
8637,0,0,2
7091,1,1,93
5523,0,0,3
7072,0,0,16
2330,0,0,8
3515,1,1,84
2187,0,0,4
195,1,1,100
4787,0,0,37
802,1,1,100
5382,1,1,54
7772,1,1,81
2068,0,0,22
7107,0,0,5
7971,0,1,45
644,1,1,46
8659,0,0,13
8627,0,1,84
120,1,1,100
2981,0,0,17
3074,1,1,94
8240,0,0,17
3278,1,1,76
2135,1,0,27
6386,1,1,93
134,1,1,100
7187,1,1,100
8905,0,0,11
2559,1,1,94
62,1,1,85
1358,1,0,35
4918,0,0,24
2467,1,0,8
679,1,1,80
6161,0,0,5
741,0,0,9
5700,1,1,91
3641,1,1,96
7071,0,0,9
6879,0,1,64
3258,0,0,8
4663,1,1,80
1873,0,0,4
7628,0,0,16
2596,0,0,7
1717,0,0,16
2912,1,1,89
2843,0,0,6
4027,1,1,75
7757,0,0,4
6802,0,0,8
7229,1,1,88
489,1,0,16
493,1,1,93
690,0,1,45
3821,0,0,5
602,0,0,7
1911,0,0,7
8309,1,1,65
7204,1,1,52
7336,1,0,16
8534,1,0,8
3757,1,0,12
2366,0,0,22
4370,1,0,20
5821,0,0,5
6300,1,1,90
1361,0,0,10
5057,1,0,28
1526,0,0,16
9143,0,0,34
5143,0,0,7
6085,1,1,93
1551,0,0,11
6329,1,0,26
8950,1,1,96
1337,0,1,63
3901,0,1,58
3010,1,1,53
8111,1,0,24
2250,0,0,8
2346,1,1,88
8570,1,1,56
2784,1,1,88
5647,1,1,85
150,1,1,95
2804,1,1,99
4960,1,1,65
2086,1,1,47
3751,1,1,66
2259,1,1,79
4017,1,0,33
5171,0,0,5
5123,0,0,16
7961,0,0,23
8883,0,1,54
3856,0,0,9
859,1,1,79
6419,1,1,42
6846,0,0,8
6188,0,0,16
7619,0,0,8
4739,1,0,7
7671,0,0,8
4462,1,1,88
7249,1,1,56
1779,1,0,11
9127,0,0,9
4785,0,0,29
5360,0,1,50
1818,0,0,8
8621,1,1,87
2704,0,0,36
175,0,0,6
6319,0,0,31
2093,0,0,16
7506,1,1,47
3491,0,0,17
1920,0,0,8
82,1,1,70
816,1,0,23
8138,0,0,34
7346,1,1,73
5719,1,1,85
283,0,0,12
8107,1,1,100
6318,0,1,55
8183,0,1,88
2915,0,0,13
1813,1,1,50
1271,0,0,7
5006,0,0,22
8864,1,0,36
8042,0,1,98
8268,1,1,38
6213,0,0,16
2642,0,0,16
7089,1,1,63
4508,1,1,90
2305,1,1,50
7060,0,1,82
4195,1,0,33
4840,0,0,33
4655,1,0,8
6885,1,1,54
4168,1,1,93
3849,0,0,11
9098,0,1,59
7306,1,1,88
6671,0,0,23
2414,0,0,16
3554,0,0,8
4691,0,0,16
4498,1,1,86
2195,1,1,94
2600,1,0,16
7242,0,0,24
4764,0,1,74
4314,0,0,14
3366,1,1,81
7309,0,0,4
8615,0,1,48
2633,0,0,17
6925,0,0,22
2434,1,1,79
7073,0,0,14
5711,0,0,6
7055,1,0,23
4520,1,1,47
3545,0,0,9
5112,0,0,10
6062,1,0,16
8081,1,1,100
517,1,1,73
5169,0,0,8
7614,0,1,65
1415,0,0,6
4664,0,0,16
4456,0,0,36
2761,0,0,8
4855,1,1,47
127,0,0,3
3474,0,0,8
6745,0,0,8
4310,0,1,81
2438,1,1,53
3765,1,0,6
6875,0,0,17
6455,0,1,47
9024,0,0,4
1473,1,1,46
4821,0,0,24
5847,0,1,43
3560,0,0,7
3951,1,0,17
49,0,0,8
7690,1,1,90
887,1,1,50
2616,0,0,33
516,0,0,23
3168,1,1,100
2949,0,0,5
1424,1,1,86
139,0,0,3
1924,0,0,6
2378,1,1,100
3197,0,0,8
112,1,1,94
4559,1,1,83
4595,0,1,81
3250,0,0,16
4690,1,0,16
6883,1,1,100
6571,0,0,27
4546,1,0,24
5763,0,0,8
3277,0,0,5
5312,1,1,63
7927,1,1,62
4408,0,1,38
5815,1,1,99
7660,0,0,16
8559,0,0,9
3222,0,0,7
6958,0,1,48
451,0,0,12
3731,1,1,99
8264,0,0,2
8080,1,1,91
2763,1,1,99
658,0,1,56
6492,0,0,16
4620,0,1,45
999,1,1,56
389,0,0,13
3407,1,1,88
1476,0,0,10
2240,0,1,74
2386,0,0,20
992,0,0,8
3922,1,0,16
2972,0,0,19
3386,0,0,15
6672,1,1,84
5888,0,0,5
4769,1,0,24
1293,1,0,16
1824,0,0,3
2873,1,0,23
4173,1,1,95
2535,0,0,12
8429,1,1,100
1907,1,1,47
7131,0,0,16
8768,0,0,37
368,0,0,8
1151,1,0,6
6558,1,1,38
7501,1,1,45
4996,0,0,9
5689,0,0,2
6415,0,1,47
4160,0,0,16
4287,0,0,8
6578,0,0,11
5679,0,1,48
174,1,1,93
1903,0,0,8
1099,1,1,98
6860,1,1,87
3408,0,0,8
1538,0,0,28
2292,0,0,11
8588,0,0,16
1363,0,0,19
5904,0,0,8
5605,0,0,4
5762,0,0,5
5969,1,1,93
680,0,0,23
8603,0,0,16
6466,1,1,82
3664,1,1,93
1661,0,0,6
508,0,0,12
166,0,0,27
7475,0,0,4
1006,0,0,15
7220,1,1,94
6968,1,1,84
3494,1,1,86
7109,0,1,48
9006,0,0,34
4990,1,1,74
2536,1,1,99
1104,0,0,8
3875,1,1,91
6352,0,0,25
1752,1,0,16
6559,1,1,77
2916,0,1,52
6818,0,0,6
152,0,0,5
3907,1,1,85
8432,1,1,48
2552,0,0,15
2773,1,1,57
5186,1,1,57
3551,0,0,4
3722,1,1,65
8084,0,0,5
7590,0,0,8
6798,0,0,6
4538,0,0,4
5729,1,1,63
1822,0,0,9
4086,1,0,13
6500,1,0,24
7965,0,0,13
6195,0,0,15
6897,0,0,3
309,1,0,16
6531,0,0,8
8866,0,1,41
3599,0,0,4
3622,0,0,8
7904,0,0,6
3450,0,0,6
4591,0,1,48
205,1,1,93
1135,0,0,7
7649,0,0,7
2749,0,0,13
3613,0,1,44
305,0,1,55
1849,0,0,24
8574,1,1,93
1988,0,0,31
3240,0,0,28
2798,1,1,47
4515,0,1,56
6526,1,1,73
3109,0,0,9
4939,0,0,28
4059,0,0,30
1987,0,0,28
6947,1,1,87
383,0,0,16
4307,0,1,59
3388,1,1,87
3156,0,0,5
2727,1,1,82
5359,0,0,16
5310,0,0,17
7859,1,1,81
6337,0,0,11
3832,0,0,13
7898,0,0,11
4776,1,1,99
4276,0,0,17
253,0,0,12
8678,0,0,6
8859,1,1,72
6273,0,0,9
278,0,0,8
3252,0,0,2
2480,1,0,30
289,0,0,17
9165,1,0,8
3075,0,0,8
8230,0,0,34
6426,0,0,28
5417,0,0,17
6159,0,0,3
8976,0,1,92
7932,0,0,8
7829,1,1,57
6560,1,1,58
270,1,1,96
4570,0,0,11
7325,0,0,3
7142,0,1,83
7445,1,1,83
8024,1,1,84
4207,0,0,8
3218,1,1,47
1391,0,1,51
3975,0,0,27
4316,1,1,42
5663,0,0,26
6206,0,0,11
8493,0,1,76
83,0,0,8
873,0,0,9
8873,1,1,87
9094,1,1,67
4557,0,0,31
4500,0,0,8
4647,0,0,14
2038,0,0,26
8956,0,1,86
5842,0,0,32
2450,0,1,41
3954,0,0,7
2329,0,0,27
8422,0,0,4
5958,0,0,2
5042,1,1,85
8649,0,0,10
4746,0,0,28
8652,0,0,8
5485,0,0,30
5613,0,0,16
5379,1,0,18
6939,1,1,85
1216,0,0,8
7881,0,0,16
5828,0,0,22
1064,0,0,9
3786,1,1,92
4410,0,0,17
8655,0,0,16
8682,0,0,28
2161,1,1,87
3008,0,1,48
1105,0,0,7
5628,0,0,30
7606,1,1,88
8121,0,0,5
4956,0,1,47
5579,1,1,92
7461,0,0,4
4369,1,1,58
2765,1,1,99
3929,1,1,92
8229,1,1,83
7957,0,0,8
6358,0,1,43
5412,1,1,48
8043,1,1,95
2451,0,0,5
5444,0,0,24
5562,1,1,93
3824,1,1,43
8286,1,1,98
2652,1,1,83
8406,1,1,60
3743,0,0,25
2176,0,1,60
8552,1,0,26
3318,0,0,16
5369,0,0,7
2787,1,1,61
4105,0,0,16
6632,1,1,99
1676,1,1,84
3947,0,0,13
7609,0,0,16
7549,0,1,47
5633,1,1,92
8049,0,1,50
6282,0,0,13
2503,0,0,7
7464,0,0,8
2369,0,0,8
4967,0,0,17
2217,0,1,54
2218,0,0,11
3326,1,1,92
6364,0,0,34
3583,0,1,46
8093,1,1,53
6932,1,1,100
6519,0,1,86
5440,0,1,51
8092,1,1,75
85,0,0,15
2801,0,0,16
3671,0,1,90
3667,1,1,38
9047,0,0,7
7076,1,0,24
4590,0,0,12
2019,1,1,71
6628,0,0,2
2525,1,1,86
6181,0,0,12
5267,0,0,20
7981,1,1,74
8119,0,0,11
5715,0,0,2
2895,0,0,17
7968,0,0,8
4714,0,0,8
8498,0,0,4
3425,1,1,100
5862,1,1,69
5684,0,0,8
5610,0,1,76
5282,0,1,73
6133,0,0,8
2001,1,1,100
7711,0,0,18
869,0,0,6
356,1,0,29
6923,0,0,12
6516,0,0,2
1275,0,0,12
1890,0,0,10
7861,0,0,29
5554,0,0,14
8474,0,0,34
3563,1,1,63
4958,0,0,22
7007,0,0,8
2380,1,1,94
3823,0,0,8
7205,0,0,16
7304,0,1,63
3306,1,0,30
9087,1,1,100
3499,0,0,5
6792,1,1,97
1116,1,1,99
8031,0,1,40
9115,1,1,97
8032,1,0,25
5672,0,0,2
8471,0,0,29
6741,1,1,85
3645,1,1,93
2500,1,0,10
8509,1,1,88
2783,1,1,81
3809,0,0,9
5597,1,0,21
7780,1,0,9
6611,0,0,8
1696,1,0,21
6069,1,0,33
2052,1,0,6
1776,0,0,17
5725,0,1,76
3313,0,1,53
4781,1,1,99
7431,0,0,8
5731,0,0,4
1592,0,1,52
1723,1,1,58
8079,1,1,99
9207,0,0,7
7991,0,1,89
490,0,0,17
8430,0,0,8
3483,0,0,16
5102,0,0,16
5187,0,0,34
3431,0,1,48
8219,1,0,7
6522,0,0,16
25,1,0,24
3512,0,0,8
2409,0,0,20
3270,1,1,98
5209,0,0,17
1552,1,1,98
8488,0,0,5
7724,0,0,5
3871,0,0,16
3402,0,0,16
4529,0,0,18
979,0,1,55
2655,1,1,99
1847,0,0,14
6740,1,1,82
7524,0,0,28
6045,0,0,9
6252,1,1,100
7677,0,0,16
7938,0,1,47
8368,0,0,11
1102,1,1,54
3276,0,0,4
6242,1,1,94
8806,0,0,12
7197,0,0,7
3996,0,1,48
194,0,0,11
4711,0,0,16
643,1,0,8
7286,0,0,2
3285,1,1,78
3116,0,0,8
3575,1,1,99
8326,1,0,22
4320,1,1,77
9232,0,1,98
2207,0,0,13
4552,0,0,16
8108,1,1,99
3718,0,0,8
972,0,0,8
7720,0,0,30
719,0,0,8
8712,0,0,8
3896,0,1,40
2803,1,0,16
2566,0,0,8
4025,1,1,47
32,0,0,6
8626,0,1,77
8118,1,1,99
4063,0,0,30
8259,0,0,29
1697,0,0,9
2792,0,0,4
2222,0,0,13
3764,0,0,25
3866,0,0,8
7810,0,0,8
8250,0,0,4
5642,0,0,16
5992,1,0,34
3758,1,1,87
7654,0,0,19
3227,1,1,73
6990,1,0,31
7261,0,0,8
3904,0,0,30
2277,0,0,12
7258,0,0,8
1401,1,1,53
739,1,1,100
4266,1,1,44
9109,1,0,25
6210,0,0,25
6307,0,0,4
3851,1,0,35
7749,0,1,43
6942,0,0,8
5496,0,0,9
5787,1,1,99
674,0,0,4
5998,0,0,28
6250,0,0,8
3841,1,0,35
1815,0,0,3
7193,1,1,95
9090,0,1,59
8492,1,1,95
4653,1,1,88
6182,1,1,51
2100,1,0,16
6523,1,1,61
1673,0,0,21
2101,1,1,98
4213,1,1,98
8340,0,1,38
1548,1,1,99
7468,0,1,90
3323,1,0,10
8180,0,1,88
355,0,0,9
5184,0,1,50
1461,0,0,3
6448,0,0,25
8670,0,0,16
3220,0,0,18
7383,0,1,51
5147,0,0,23
6670,0,0,21
1751,0,0,16
6778,1,1,86
6425,0,0,4
1772,0,0,16
1196,0,0,16
1878,1,0,32
2668,1,0,15
3171,0,0,4
2016,1,1,77
2005,1,1,61
7959,1,0,27
3893,1,1,84
3237,1,1,93
4424,1,1,90
4744,0,1,47
2078,0,0,24
5219,1,1,76
396,1,1,84
2788,0,0,8
6041,0,0,6
5497,0,0,9
4072,0,0,8
8852,0,0,24
8783,0,1,73
7593,0,0,16
6118,0,0,6
1519,0,0,6
6928,1,0,16
1378,0,0,8
1023,0,0,17
2587,0,0,10
6459,0,0,18
5008,0,0,10
2857,1,1,57
7034,0,0,12
6444,0,0,23
1629,0,0,8
4888,0,0,3
4526,0,1,42
3523,0,0,17
6583,1,1,53
3607,1,0,5
8728,1,1,94
5220,1,1,47
234,0,0,5
6561,0,0,8
3796,0,0,7
4118,0,0,8
5001,0,0,12
3800,1,1,43
6377,0,0,16
7604,0,0,13
5024,0,1,76
1948,0,0,33
470,1,1,99
6383,1,1,98
3492,0,1,53
2671,0,0,13
9052,0,0,6
2224,1,0,27
1106,1,1,70
2188,1,0,6
818,1,1,97
4523,1,1,98
8192,0,0,20
7954,0,0,5
8910,0,0,24
8676,0,0,29
9162,1,1,99
888,0,0,26
2437,0,0,5
817,0,0,8
7553,0,0,16
3414,0,1,75
2341,1,1,87
8332,0,0,37
3167,0,0,19
9177,0,0,31
6800,0,0,17
1264,1,1,38
5086,0,0,8
5194,1,0,19
4449,0,0,33
4945,0,0,12
4045,0,1,42
7458,1,1,83
9077,0,1,51
1228,0,0,8
6149,1,1,93
5758,0,0,6
5141,1,1,60
52,0,0,9
6192,0,0,4
7300,0,0,22
159,0,0,20
6380,1,1,98
1587,0,0,8
1589,1,1,64
5861,0,0,7
9231,1,1,86
7768,0,0,6
3858,0,0,27
9066,1,1,83
8283,0,0,8
2828,1,1,67
436,0,0,4
6902,0,0,16
3878,1,0,13
1588,1,1,89
2780,0,0,8
8289,0,0,5
7615,0,0,8
7594,0,0,6
4727,0,0,6
973,1,1,77
1238,0,0,8
2951,0,0,2
2342,1,1,92
5508,0,1,81
6180,1,1,93
2158,1,1,100
5572,0,0,8
1497,0,0,3
4545,0,0,6
4257,0,0,29
2422,0,0,18
5185,0,0,22
357,0,0,4
5242,0,0,7
6779,0,0,8
9170,0,1,59
2092,0,0,11
5409,1,1,47
2015,1,1,44
8360,0,0,8
7532,0,1,44
187,1,1,86
5799,1,1,99
3655,1,1,61
3426,1,1,39
7222,1,1,100
1381,1,1,49
6306,0,1,81
413,0,0,9
5037,1,1,41
4897,0,0,33
3336,0,0,6
3606,0,0,8
3175,1,1,46
9095,0,0,11
8969,0,0,6
6597,0,0,5
256,0,0,8
5972,0,0,3
200,1,1,81
2235,1,1,81
4743,1,1,95
1767,1,1,88
4236,0,0,8
9069,0,1,53
1572,1,1,94
24,1,1,85
8160,0,1,48
1088,0,1,49
4674,1,1,55
2694,1,1,47
6410,0,1,61
3398,0,0,21
3559,0,0,13
8451,1,0,37
2841,1,1,100
2311,1,1,67
7189,1,1,73
3234,1,1,86
4152,0,1,47
1309,0,0,11
695,0,1,74
7884,0,0,31
3752,0,0,15
1227,0,0,2
1999,0,0,8
276,1,1,64
7828,1,0,15
8629,0,0,8
8177,1,1,80
3637,0,0,14
6994,1,1,78
4778,0,1,82
8960,0,1,67
4117,0,0,8
5945,1,1,76
1137,0,0,29
2767,0,0,8
6929,0,0,8
6518,0,0,33
942,1,1,86
6828,0,0,17
2490,1,1,94
7809,0,0,20
4935,1,1,98
3935,1,0,33
5884,0,0,9
2384,1,1,88
115,0,0,10
7225,0,0,5
9217,0,1,87
3119,1,1,92
4258,1,1,83
7133,0,0,8
7436,0,0,8
2819,1,0,20
3822,1,1,88
8389,1,0,21
4699,0,0,16
8231,0,0,13
3802,0,0,4
3536,0,0,15
3825,0,1,93
7774,1,1,43
7703,0,0,25
4810,1,0,16
1946,1,1,98
6639,0,0,8
6037,1,0,29
5335,0,1,41
3488,1,1,87
1610,0,0,10
6299,1,1,84
5970,0,0,8
4677,1,1,86
4959,0,1,53
8018,0,0,8
4761,1,0,36
2194,0,1,51
6771,0,1,89
5113,0,0,8
557,0,0,16
6822,1,1,100
7882,0,0,27
1207,0,0,17
5994,1,1,96
6179,1,1,99
1510,1,1,85
3829,1,0,9
3732,0,0,7
6734,0,0,3
3211,1,0,8
3630,0,0,16
7601,0,0,30
7063,1,1,73
266,0,0,2
1140,0,0,7
3162,1,1,97
7351,0,0,31
3730,0,1,80
1909,0,0,19
6177,1,1,81
2660,1,1,97
656,0,0,23
7914,1,0,12
6627,1,1,97
998,0,0,4
6275,0,0,7
2834,0,0,30
8469,0,0,5
1237,0,0,8
2151,0,0,2
6701,1,1,81
7883,1,1,89
5091,0,1,47
2186,0,0,29
1134,0,0,7
5004,0,0,8
1303,0,0,18
1627,0,0,3
6653,1,1,71
1522,1,1,50
9131,0,1,51
358,1,1,94
138,0,1,43
299,1,1,99
1556,0,0,33
5099,0,0,16
382,0,0,9
7152,0,0,16
8204,0,1,88
4857,1,1,47
3180,1,1,81
7504,0,0,7
6423,1,1,100
946,0,0,17
8747,0,0,16
5498,0,0,7
8934,1,1,51
8520,0,0,6
2721,0,0,6
1932,1,1,84
6268,0,1,47
3236,1,0,22
3140,0,0,16
4163,1,1,47
8203,0,0,7
3807,1,1,68
8756,0,0,14
6146,0,0,7
8218,1,1,52
4154,1,1,75
4172,0,1,81
796,0,0,16
2416,0,0,7
785,1,1,79
3158,0,0,8
123,0,0,3
7802,0,0,8
2172,1,1,83
7466,1,1,77
7403,0,1,47
8584,0,0,6
4340,0,0,5
910,1,0,4
2309,0,0,13
8921,0,1,83
3634,0,0,13
1257,1,1,40
4458,0,0,8
1178,1,0,16
4652,1,0,37
3650,0,0,7
442,0,0,7
7919,1,1,77
1399,0,0,21
1457,0,0,16
7706,1,1,73
1054,0,0,5
5733,0,0,3
3275,0,0,16
7922,0,0,10
3699,0,0,8
3759,1,1,87
929,0,0,8
7557,0,0,3
7323,0,0,11
1829,1,1,82
2928,0,0,13
5867,0,0,13
4221,1,1,82
3546,1,1,47
5598,0,0,9
8249,0,1,53
7297,1,1,94
6868,0,0,5
2011,1,1,99
7908,0,0,10
7028,0,0,5
3219,0,1,49
2606,0,0,30
3264,0,0,8
4928,1,1,47
7808,0,0,3
6871,0,0,16
6,1,1,92
2980,0,0,6
3361,0,0,2
4774,1,0,16
1943,0,1,51
6291,0,0,11
5499,1,0,32
1635,0,0,12
1141,1,1,45
7930,0,1,53
9026,0,1,90
2070,1,1,97
3134,0,0,8
5160,0,1,71
8401,0,0,9
7093,0,1,63
2242,0,0,36
1474,0,1,49
7665,0,0,8
1889,0,0,5
3435,1,1,82
6421,0,1,86
6509,1,1,84
3705,0,1,43
2021,0,0,8
4020,0,0,15
8117,1,1,95
7379,0,0,15
7951,0,0,15
2658,1,1,99
1130,0,1,53
5557,0,1,57
6215,0,0,27
1819,1,1,84
6366,0,0,8
6321,1,1,46
4318,1,1,42
8872,0,0,18
4144,1,1,88
4669,0,0,12
1236,0,0,8
5476,0,1,46
9088,0,0,16
1856,1,1,85
2282,0,0,3
7412,1,1,52
8608,0,1,78
4093,0,0,24
5974,0,0,3
5200,0,0,3
3421,1,1,100
386,0,0,10
1628,1,0,16
3585,0,0,16
6260,0,0,8
2714,1,1,84
6065,1,0,16
7364,1,1,83
8609,0,0,32
5659,1,1,97
3189,0,1,64
9209,0,0,31
4305,1,1,53
909,0,0,8
5385,0,0,27
7803,0,0,33
1866,1,0,24
1842,0,0,4
2497,1,1,89
201,0,0,2
6689,0,0,7
6534,1,1,93
5054,0,0,2
4006,1,1,39
2702,0,0,13
3449,1,1,82
331,1,1,84
6039,0,0,1
8271,1,0,6
6899,1,0,23
6070,1,0,31
2459,0,0,11
1774,1,0,26
6424,0,0,5
6758,1,1,79
2686,1,1,99
8442,0,0,8
989,0,0,17
5950,0,1,42
7210,0,1,74
8789,0,0,8
7592,0,1,62
7663,0,0,13
7953,1,1,69
7886,0,0,7
7375,0,0,14
7766,1,1,44
5462,1,0,18
173,0,0,17
9124,0,0,7
4615,0,1,42
3321,1,1,99
8920,1,1,76
3372,0,0,8
3311,0,0,7
6167,1,1,100
6412,1,1,87
8089,1,1,99
6896,0,0,5
4679,1,0,13
3403,1,1,84
18,1,1,48
3691,1,1,81
7796,0,1,38
4096,0,0,8
3628,0,1,57
8169,0,1,38
2174,0,1,47
1356,0,0,17
5002,0,1,45
6244,0,0,8
5823,0,0,13
8779,0,0,26
5670,0,0,5
3112,0,0,18
182,0,0,20
8062,0,1,96
8421,0,0,8
1812,1,1,72
8842,0,0,4
7374,0,1,45
4912,0,0,18
5668,0,0,4
7581,0,0,12
1800,1,1,42
2429,0,0,5
5482,0,0,5
7969,0,0,8
7611,0,0,1
1968,1,0,8
7200,0,0,5
6880,0,0,5
7915,1,0,37
4987,0,1,42
9011,0,1,46
4650,0,1,47
1159,0,0,5
1213,1,1,48
6201,1,1,85
1325,0,0,32
6343,1,0,12
6408,1,1,91
4796,0,0,5
5808,1,1,99
1455,0,1,38
5410,0,0,13
6032,0,0,16
7349,0,1,40
4962,0,1,57
7895,1,0,28
1644,1,0,5
2140,1,1,78
4536,0,0,2
4457,0,1,84
8262,1,1,90
5586,1,1,99
4378,1,1,98
729,0,0,29
4357,0,0,16
6554,1,1,82
1936,0,1,45
3793,0,0,11
3736,1,1,100
2261,0,0,6
7376,0,0,14
1110,1,1,88
8331,0,0,4
